id;Name;TECNOLOGIA;RAPIDEZ;ALTITUDE;TEMPO;rxlevel_4G;x_;y_
1013;-96 4G;4G;36 km/h;961m;2023.08.22_11.12.32;-96;-44.2509525;-21.1150866
1014;-96 4G;4G;36 km/h;961m;2023.08.22_11.12.33;-96;-44.2509429;-21.1149967
1015;-96 4G;4G;33 km/h;961m;2023.08.22_11.12.35;-96;-44.2509234;-21.1148249
1016;-98 4G;4G;30 km/h;960m;2023.08.22_11.12.37;-98;-44.250892;-21.1146713
1017;-98 4G;4G;30 km/h;959m;2023.08.22_11.12.39;-98;-44.2508449;-21.1145263
1018;-98 4G;4G;33 km/h;959m;2023.08.22_11.12.41;-98;-44.2507863;-21.1143703
1019;-89 4G;4G;35 km/h;958m;2023.08.22_11.12.43;-89;-44.2507128;-21.1142073
1020;-95 4G;4G;36 km/h;958m;2023.08.22_11.12.44;-95;-44.2506735;-21.1141236
1021;-95 4G;4G;37 km/h;957m;2023.08.22_11.12.45;-95;-44.2506336;-21.1140403
1022;-95 4G;4G;36 km/h;957m;2023.08.22_11.12.46;-95;-44.250592;-21.1139575
1023;-100 4G;4G;36 km/h;957m;2023.08.22_11.12.47;-100;-44.250592;-21.1139575
1024;-100 4G;4G;34 km/h;956m;2023.08.22_11.12.48;-100;-44.2505078;-21.113799
1025;-100 4G;4G;35 km/h;956m;2023.08.22_11.12.50;-100;-44.2504027;-21.1136494
1026;-100 4G;4G;36 km/h;955m;2023.08.22_11.12.51;-100;-44.2503403;-21.1135772
1027;-100 4G;4G;35 km/h;954m;2023.08.22_11.12.53;-100;-44.2502138;-21.1134424
1028;-100 4G;4G;33 km/h;954m;2023.08.22_11.12.55;-100;-44.2500916;-21.1133155
1029;-99 4G;4G;29 km/h;953m;2023.08.22_11.12.57;-99;-44.249979;-21.1132044
1030;-99 4G;4G;25 km/h;953m;2023.08.22_11.12.59;-99;-44.2498855;-21.1131067
1031;-103 4G;4G;24 km/h;952m;2023.08.22_11.13.01;-103;-44.2498236;-21.1130049
1032;-88 4G;4G;28 km/h;951m;2023.08.22_11.13.03;-88;-44.249817;-21.1128717
1033;-107 4G;4G;34 km/h;948m;2023.08.22_11.13.05;-107;-44.2498328;-21.1127082
1034;-107 4G;4G;38 km/h;948m;2023.08.22_11.13.06;-107;-44.2498433;-21.1126177
1035;-103 4G;4G;38 km/h;947m;2023.08.22_11.13.07;-103;-44.2498566;-21.1125216
1036;-103 4G;4G;37 km/h;947m;2023.08.22_11.13.08;-103;-44.249867;-21.1124289
1037;-107 4G;4G;30 km/h;945m;2023.08.22_11.13.10;-107;-44.249881;-21.1122618
1038;-107 4G;4G;17 km/h;945m;2023.08.22_11.13.12;-107;-44.2498913;-21.1121586
1039;-101 4G;4G;25 km/h;944m;2023.08.22_11.13.15;-101;-44.2499067;-21.1120043
1040;-104 4G;4G;31 km/h;942m;2023.08.22_11.13.17;-104;-44.2499222;-21.1118559
1041;-104 4G;4G;33 km/h;941m;2023.08.22_11.13.19;-104;-44.2499459;-21.1116902
1042;-109 4G;4G;33 km/h;939m;2023.08.22_11.13.21;-109;-44.2499671;-21.1115221
1043;-102 4G;4G;30 km/h;937m;2023.08.22_11.13.23;-102;-44.2499946;-21.1113635
1044;-102 4G;4G;17 km/h;936m;2023.08.22_11.13.25;-102;-44.2500004;-21.1112565
1045;-107 4G;4G;15 km/h;935m;2023.08.22_11.13.28;-107;-44.2500039;-21.1111495
1046;-102 4G;4G;23 km/h;934m;2023.08.22_11.13.30;-102;-44.2500149;-21.1110465
1047;-103 4G;4G;27 km/h;932m;2023.08.22_11.13.32;-103;-44.2500325;-21.1109174
1048;-103 4G;4G;29 km/h;931m;2023.08.22_11.13.34;-103;-44.2500515;-21.1107784
1049;-103 4G;4G;29 km/h;929m;2023.08.22_11.13.36;-103;-44.250068;-21.1106316
1050;-108 4G;4G;26 km/h;928m;2023.08.22_11.13.38;-108;-44.2500824;-21.1104953
1051;-107 4G;4G;23 km/h;927m;2023.08.22_11.13.40;-107;-44.2500943;-21.1103744
1052;-108 4G;4G;16 km/h;925m;2023.08.22_11.13.42;-108;-44.2501143;-21.1102798
1053;-105 4G;4G;16 km/h;924m;2023.08.22_11.13.45;-105;-44.250171;-21.1101782
1054;-105 4G;4G;19 km/h;924m;2023.08.22_11.13.47;-105;-44.2502277;-21.1100945
1055;-101 4G;4G;15 km/h;923m;2023.08.22_11.13.49;-101;-44.2502591;-21.1100081
1056;-105 4G;4G;20 km/h;923m;2023.08.22_11.13.52;-105;-44.2501928;-21.1098911
1057;-106 4G;4G;21 km/h;923m;2023.08.22_11.13.54;-106;-44.2501303;-21.1098017
1058;-103 4G;4G;23 km/h;923m;2023.08.22_11.13.56;-103;-44.2500835;-21.1096956
1059;-95 4G;4G;27 km/h;923m;2023.08.22_11.13.58;-95;-44.250032;-21.1095715
1060;-93 4G;4G;20 km/h;923m;2023.08.22_11.14.00;-93;-44.2499851;-21.1094639
1061;-90 4G;4G;11 km/h;924m;2023.08.22_11.14.03;-90;-44.2499336;-21.1093752
1062;-87 4G;4G;19 km/h;924m;2023.08.22_11.14.06;-87;-44.2498466;-21.1092795
1063;-98 4G;4G;22 km/h;922m;2023.08.22_11.14.08;-98;-44.2497409;-21.1092424
1064;-98 4G;4G;20 km/h;921m;2023.08.22_11.14.10;-98;-44.249631;-21.109219
1065;-90 4G;4G;20 km/h;921m;2023.08.22_11.14.10;-90;-44.249631;-21.109219
1066;-86 4G;4G;20 km/h;921m;2023.08.22_11.14.11;-86;-44.249631;-21.109219
1067;-86 4G;4G;16 km/h;921m;2023.08.22_11.14.12;-86;-44.2495363;-21.1091981
1068;-91 4G;4G;17 km/h;920m;2023.08.22_11.14.15;-91;-44.2493975;-21.1091805
1069;-91 4G;4G;21 km/h;919m;2023.08.22_11.14.17;-91;-44.2492833;-21.1091767
1070;-95 4G;4G;24 km/h;918m;2023.08.22_11.14.19;-95;-44.2491551;-21.1091893
1071;-95 4G;4G;27 km/h;918m;2023.08.22_11.14.21;-95;-44.2490151;-21.1092056
1072;-95 4G;4G;27 km/h;917m;2023.08.22_11.14.23;-95;-44.248866;-21.1092189
1073;-94 4G;4G;30 km/h;916m;2023.08.22_11.14.25;-94;-44.2487079;-21.1092366
1074;-94 4G;4G;29 km/h;916m;2023.08.22_11.14.27;-94;-44.2485477;-21.1092657
1075;-99 4G;4G;28 km/h;916m;2023.08.22_11.14.29;-99;-44.2483987;-21.1093015
1076;-96 4G;4G;29 km/h;915m;2023.08.22_11.14.31;-96;-44.2482504;-21.1093535
1077;-96 4G;4G;29 km/h;914m;2023.08.22_11.14.33;-96;-44.2481012;-21.1094098
1078;-96 4G;4G;30 km/h;913m;2023.08.22_11.14.35;-96;-44.2479499;-21.1094628
1079;-96 4G;4G;31 km/h;913m;2023.08.22_11.14.37;-96;-44.2477905;-21.1095226
1080;-96 4G;4G;31 km/h;912m;2023.08.22_11.14.39;-96;-44.2476361;-21.1095858
1081;-92 4G;4G;31 km/h;911m;2023.08.22_11.14.41;-92;-44.2474808;-21.1096422
1082;-94 4G;4G;32 km/h;911m;2023.08.22_11.14.43;-94;-44.2473135;-21.1096854
1083;-94 4G;4G;33 km/h;910m;2023.08.22_11.14.45;-94;-44.2471413;-21.1097114
1084;-94 4G;4G;32 km/h;910m;2023.08.22_11.14.47;-94;-44.246969;-21.1097298
1085;-95 4G;4G;29 km/h;910m;2023.08.22_11.14.49;-95;-44.2468088;-21.1097532
1086;-97 4G;4G;29 km/h;910m;2023.08.22_11.14.51;-97;-44.2466576;-21.1097907
1087;-95 4G;4G;32 km/h;910m;2023.08.22_11.14.53;-95;-44.2465042;-21.109858
1088;-95 4G;4G;33 km/h;910m;2023.08.22_11.14.55;-95;-44.246338;-21.1099257
1089;-95 4G;4G;33 km/h;909m;2023.08.22_11.14.57;-95;-44.246165;-21.1099784
1090;-90 4G;4G;32 km/h;909m;2023.08.22_11.14.59;-90;-44.2459937;-21.1100079
1091;-93 4G;4G;31 km/h;908m;2023.08.22_11.15.01;-93;-44.2458286;-21.1099856
1092;-102 4G;4G;33 km/h;907m;2023.08.22_11.15.03;-102;-44.2456716;-21.1099172
1093;-104 4G;4G;34 km/h;905m;2023.08.22_11.15.05;-104;-44.2455295;-21.1098136
1094;-104 4G;4G;35 km/h;903m;2023.08.22_11.15.07;-104;-44.2453821;-21.109707
1095;-99 4G;4G;32 km/h;902m;2023.08.22_11.15.09;-99;-44.2452298;-21.1096184
1096;-97 4G;4G;28 km/h;901m;2023.08.22_11.15.11;-97;-44.2450881;-21.1095678
1097;-104 4G;4G;24 km/h;901m;2023.08.22_11.15.13;-104;-44.2449577;-21.1095321
1098;-103 4G;4G;18 km/h;900m;2023.08.22_11.15.15;-103;-44.2448502;-21.1095111
1099;-109 4G;4G;17 km/h;899m;2023.08.22_11.15.18;-109;-44.2447301;-21.1095283
1100;-105 4G;4G;23 km/h;899m;2023.08.22_11.15.20;-105;-44.2446468;-21.1095996
1101;-105 4G;4G;30 km/h;900m;2023.08.22_11.15.22;-105;-44.2445602;-21.109725
1102;-103 4G;4G;27 km/h;900m;2023.08.22_11.15.24;-103;-44.2444745;-21.109846
1103;-102 4G;4G;18 km/h;900m;2023.08.22_11.15.26;-102;-44.2444112;-21.1099355
1104;-103 4G;4G;21 km/h;901m;2023.08.22_11.15.29;-103;-44.2443318;-21.1100511
1105;-104 4G;4G;30 km/h;901m;2023.08.22_11.15.31;-104;-44.2442491;-21.1101706
1106;-104 4G;4G;31 km/h;901m;2023.08.22_11.15.33;-104;-44.2441591;-21.1103018
1107;-105 4G;4G;23 km/h;902m;2023.08.22_11.15.35;-105;-44.2440847;-21.1104137
1108;-110 4G;4G;22 km/h;902m;2023.08.22_11.15.38;-110;-44.244004;-21.1105341
1109;-110 4G;4G;29 km/h;903m;2023.08.22_11.15.40;-110;-44.2439212;-21.1106543
1110;-104 4G;4G;24 km/h;903m;2023.08.22_11.15.42;-104;-44.2438433;-21.1107665
1111;-101 4G;4G;20 km/h;903m;2023.08.22_11.15.45;-101;-44.2437622;-21.1108821
1112;-100 4G;4G;29 km/h;903m;2023.08.22_11.15.47;-100;-44.2436843;-21.110996
1113;-114 4G;4G;29 km/h;903m;2023.08.22_11.15.48;-114;-44.2436843;-21.110996
1114;-114 4G;4G;33 km/h;903m;2023.08.22_11.15.49;-114;-44.2435893;-21.1111372
1115;-114 4G;4G;33 km/h;902m;2023.08.22_11.15.51;-114;-44.2434953;-21.1112819
1116;-101 4G;4G;33 km/h;902m;2023.08.22_11.15.52;-101;-44.2434953;-21.1112819
1117;-101 4G;4G;31 km/h;902m;2023.08.22_11.15.53;-101;-44.2434107;-21.1114224
1118;-102 4G;4G;32 km/h;901m;2023.08.22_11.15.55;-102;-44.2433444;-21.1115698
1119;-95 4G;4G;33 km/h;901m;2023.08.22_11.15.57;-95;-44.2433021;-21.1117316
1120;-97 4G;4G;33 km/h;901m;2023.08.22_11.15.57;-97;-44.2433021;-21.1117316
1121;-97 4G;4G;35 km/h;900m;2023.08.22_11.15.59;-97;-44.2432796;-21.1119046
1122;-96 4G;4G;35 km/h;900m;2023.08.22_11.16.01;-96;-44.2432642;-21.1120819
1123;-102 4G;4G;34 km/h;900m;2023.08.22_11.16.03;-102;-44.2432455;-21.1122563
1124;-101 4G;4G;18 km/h;900m;2023.08.22_11.16.05;-101;-44.2432416;-21.1123692
1125;-100 4G;4G;20 km/h;901m;2023.08.22_11.16.07;-100;-44.2432398;-21.112472
1126;-100 4G;4G;23 km/h;901m;2023.08.22_11.16.09;-100;-44.24325;-21.1125871
1127;-98 4G;4G;23 km/h;901m;2023.08.22_11.16.09;-98;-44.24325;-21.1125871
1128;-98 4G;4G;26 km/h;901m;2023.08.22_11.16.11;-98;-44.2432774;-21.112714
1129;-104 4G;4G;25 km/h;900m;2023.08.22_11.16.13;-104;-44.2433247;-21.1128371
1130;-101 4G;4G;18 km/h;900m;2023.08.22_11.16.15;-101;-44.24337;-21.112937
1131;-106 4G;4G;11 km/h;900m;2023.08.22_11.16.18;-106;-44.2434008;-21.113037
1132;-103 4G;4G;15 km/h;900m;2023.08.22_11.16.21;-103;-44.2433789;-21.1131299
1133;-106 4G;4G;21 km/h;899m;2023.08.22_11.16.24;-106;-44.2432426;-21.1131891
1134;-93 4G;4G;21 km/h;899m;2023.08.22_11.16.24;-93;-44.2432426;-21.1131891
1135;-93 4G;4G;26 km/h;899m;2023.08.22_11.16.26;-93;-44.2431152;-21.1132288
1136;-93 4G;4G;33 km/h;899m;2023.08.22_11.16.28;-93;-44.2429525;-21.1132859
1137;-98 4G;4G;34 km/h;899m;2023.08.22_11.16.30;-98;-44.2427835;-21.113347
1138;-103 4G;4G;37 km/h;899m;2023.08.22_11.16.31;-103;-44.2426898;-21.1133778
1139;-103 4G;4G;39 km/h;899m;2023.08.22_11.16.32;-103;-44.2425913;-21.1134117
1140;-103 4G;4G;39 km/h;899m;2023.08.22_11.16.33;-103;-44.2424934;-21.1134469
1141;-101 4G;4G;37 km/h;899m;2023.08.22_11.16.34;-101;-44.2423984;-21.1134812
1142;-101 4G;4G;37 km/h;899m;2023.08.22_11.16.35;-101;-44.2423041;-21.1135144
1143;-101 4G;4G;37 km/h;899m;2023.08.22_11.16.36;-101;-44.242209;-21.113545
1144;-101 4G;4G;39 km/h;898m;2023.08.22_11.16.37;-101;-44.242108;-21.1135717
1145;-101 4G;4G;40 km/h;898m;2023.08.22_11.16.38;-101;-44.242001;-21.1135931
1146;-106 4G;4G;43 km/h;898m;2023.08.22_11.16.39;-106;-44.2418866;-21.1136096
1147;-106 4G;4G;43 km/h;898m;2023.08.22_11.16.40;-106;-44.241776;-21.1136257
1148;-105 4G;4G;44 km/h;898m;2023.08.22_11.16.41;-105;-44.2416557;-21.1136298
1149;-105 4G;4G;45 km/h;898m;2023.08.22_11.16.42;-105;-44.2415331;-21.1136248
1150;-105 4G;4G;45 km/h;899m;2023.08.22_11.16.43;-105;-44.2414137;-21.1136209
1151;-105 4G;4G;45 km/h;899m;2023.08.22_11.16.44;-105;-44.2412933;-21.1135958
1152;-105 4G;4G;46 km/h;899m;2023.08.22_11.16.45;-105;-44.241177;-21.113562
1153;-105 4G;4G;47 km/h;899m;2023.08.22_11.16.46;-105;-44.241058;-21.1135199
1154;-105 4G;4G;48 km/h;899m;2023.08.22_11.16.47;-105;-44.2409397;-21.1134698
1155;-105 4G;4G;48 km/h;899m;2023.08.22_11.16.48;-105;-44.2408238;-21.1134147
1156;-100 4G;4G;48 km/h;899m;2023.08.22_11.16.48;-100;-44.2408238;-21.1134147
1157;-100 4G;4G;47 km/h;899m;2023.08.22_11.16.49;-100;-44.2407109;-21.113359
1158;-100 4G;4G;47 km/h;899m;2023.08.22_11.16.50;-100;-44.2405995;-21.1133022
1159;-96 4G;4G;47 km/h;899m;2023.08.22_11.16.51;-96;-44.2404875;-21.1132466
1160;-96 4G;4G;46 km/h;899m;2023.08.22_11.16.52;-96;-44.2403772;-21.1131899
1161;-103 4G;4G;47 km/h;899m;2023.08.22_11.16.53;-103;-44.240269;-21.1131294
1162;-94 4G;4G;47 km/h;899m;2023.08.22_11.16.53;-94;-44.240269;-21.1131294
1163;-94 4G;4G;47 km/h;900m;2023.08.22_11.16.54;-94;-44.2401597;-21.1130661
1164;-98 4G;4G;47 km/h;900m;2023.08.22_11.16.55;-98;-44.2400517;-21.1130011
1165;-98 4G;4G;47 km/h;900m;2023.08.22_11.16.56;-98;-44.2399466;-21.1129359
1166;-98 4G;4G;46 km/h;900m;2023.08.22_11.16.57;-98;-44.2398429;-21.1128684
1167;-98 4G;4G;46 km/h;901m;2023.08.22_11.16.58;-98;-44.2397429;-21.1127998
1168;-98 4G;4G;45 km/h;902m;2023.08.22_11.16.59;-98;-44.2396447;-21.1127332
1169;-98 4G;4G;44 km/h;902m;2023.08.22_11.17.00;-98;-44.2395482;-21.112667
1170;-98 4G;4G;44 km/h;902m;2023.08.22_11.17.01;-98;-44.2394506;-21.1126005
1171;-96 4G;4G;45 km/h;902m;2023.08.22_11.17.02;-96;-44.239351;-21.1125336
1172;-96 4G;4G;46 km/h;902m;2023.08.22_11.17.03;-96;-44.2392503;-21.1124655
1173;-96 4G;4G;47 km/h;902m;2023.08.22_11.17.04;-96;-44.2391481;-21.1123967
1174;-93 4G;4G;47 km/h;903m;2023.08.22_11.17.05;-93;-44.2390449;-21.1123279
1175;-93 4G;4G;46 km/h;902m;2023.08.22_11.17.06;-93;-44.2389401;-21.1122585
1176;-92 4G;4G;46 km/h;903m;2023.08.22_11.17.07;-92;-44.2388359;-21.1121949
1177;-92 4G;4G;46 km/h;903m;2023.08.22_11.17.08;-92;-44.2387315;-21.1121328
1178;-92 4G;4G;45 km/h;903m;2023.08.22_11.17.09;-92;-44.2386284;-21.1120731
1179;-90 4G;4G;45 km/h;904m;2023.08.22_11.17.10;-90;-44.2385245;-21.1120116
1180;-90 4G;4G;46 km/h;904m;2023.08.22_11.17.11;-90;-44.2384204;-21.111948
1181;-90 4G;4G;46 km/h;904m;2023.08.22_11.17.12;-90;-44.2383202;-21.1118774
1182;-90 4G;4G;46 km/h;905m;2023.08.22_11.17.13;-90;-44.2382245;-21.1118022
1183;-90 4G;4G;46 km/h;905m;2023.08.22_11.17.14;-90;-44.2381321;-21.1117235
1184;-93 4G;4G;46 km/h;905m;2023.08.22_11.17.15;-93;-44.2380449;-21.1116422
1185;-93 4G;4G;45 km/h;905m;2023.08.22_11.17.16;-93;-44.2379558;-21.111559
1186;-93 4G;4G;44 km/h;906m;2023.08.22_11.17.17;-93;-44.237869;-21.1114867
1187;-93 4G;4G;45 km/h;906m;2023.08.22_11.17.18;-93;-44.237773;-21.1114183
1188;-93 4G;4G;46 km/h;906m;2023.08.22_11.17.19;-93;-44.2376723;-21.1113501
1189;-93 4G;4G;46 km/h;906m;2023.08.22_11.17.20;-93;-44.2375693;-21.1112817
1190;-94 4G;4G;46 km/h;906m;2023.08.22_11.17.21;-94;-44.2374666;-21.1112144
1191;-94 4G;4G;47 km/h;907m;2023.08.22_11.17.22;-94;-44.237363;-21.1111452
1192;-94 4G;4G;47 km/h;907m;2023.08.22_11.17.23;-94;-44.2372612;-21.1110775
1193;-95 4G;4G;48 km/h;907m;2023.08.22_11.17.24;-95;-44.2371559;-21.1110066
1194;-95 4G;4G;48 km/h;907m;2023.08.22_11.17.25;-95;-44.2370497;-21.1109361
1195;-95 4G;4G;48 km/h;907m;2023.08.22_11.17.26;-95;-44.2369425;-21.1108657
1196;-95 4G;4G;47 km/h;907m;2023.08.22_11.17.27;-95;-44.2368384;-21.1107973
1197;-95 4G;4G;43 km/h;907m;2023.08.22_11.17.28;-95;-44.2367421;-21.1107321
1198;-95 4G;4G;39 km/h;907m;2023.08.22_11.17.29;-95;-44.2366555;-21.1106733
1199;-95 4G;4G;36 km/h;908m;2023.08.22_11.17.30;-95;-44.2365753;-21.1106203
1200;-96 4G;4G;29 km/h;908m;2023.08.22_11.17.32;-96;-44.236438;-21.1105298
1201;-97 4G;4G;32 km/h;908m;2023.08.22_11.17.34;-97;-44.2363006;-21.1104412
1202;-95 4G;4G;35 km/h;908m;2023.08.22_11.17.36;-95;-44.2361515;-21.110344
1203;-95 4G;4G;37 km/h;908m;2023.08.22_11.17.37;-95;-44.236069;-21.11029
1204;-95 4G;4G;37 km/h;908m;2023.08.22_11.17.38;-95;-44.2359868;-21.1102353
1205;-95 4G;4G;40 km/h;908m;2023.08.22_11.17.39;-95;-44.235899;-21.1101768
1206;-95 4G;4G;42 km/h;908m;2023.08.22_11.17.40;-95;-44.235805;-21.1101152
1207;-93 4G;4G;44 km/h;908m;2023.08.22_11.17.41;-93;-44.2357072;-21.1100513
1208;-93 4G;4G;44 km/h;908m;2023.08.22_11.17.42;-93;-44.2356099;-21.1099866
1209;-93 4G;4G;43 km/h;908m;2023.08.22_11.17.43;-93;-44.2355149;-21.1099229
1210;-93 4G;4G;42 km/h;908m;2023.08.22_11.17.44;-93;-44.2354205;-21.1098604
1211;-93 4G;4G;42 km/h;908m;2023.08.22_11.17.45;-93;-44.2353287;-21.1097997
1212;-92 4G;4G;43 km/h;908m;2023.08.22_11.17.46;-92;-44.2352339;-21.1097369
1213;-92 4G;4G;43 km/h;908m;2023.08.22_11.17.47;-92;-44.2351397;-21.1096744
1214;-109 4G;4G;43 km/h;908m;2023.08.22_11.17.47;-109;-44.2351397;-21.1096744
1215;-109 4G;4G;42 km/h;908m;2023.08.22_11.17.48;-109;-44.2350459;-21.1096113
1216;-109 4G;4G;44 km/h;909m;2023.08.22_11.17.49;-109;-44.2349509;-21.1095461
1217;-109 4G;4G;45 km/h;909m;2023.08.22_11.17.50;-109;-44.2348521;-21.1094791
1218;-103 4G;4G;46 km/h;909m;2023.08.22_11.17.51;-103;-44.2347528;-21.1094121
1219;-103 4G;4G;46 km/h;909m;2023.08.22_11.17.52;-103;-44.2346531;-21.109344
1220;-101 4G;4G;45 km/h;909m;2023.08.22_11.17.53;-101;-44.234554;-21.1092768
1221;-93 4G;4G;45 km/h;909m;2023.08.22_11.17.53;-93;-44.234554;-21.1092768
1222;-93 4G;4G;45 km/h;909m;2023.08.22_11.17.54;-93;-44.2344564;-21.1092103
1223;-93 4G;4G;43 km/h;909m;2023.08.22_11.17.55;-93;-44.2343617;-21.109146
1224;-90 4G;4G;42 km/h;909m;2023.08.22_11.17.56;-90;-44.2342702;-21.1090843
1225;-90 4G;4G;38 km/h;909m;2023.08.22_11.17.57;-90;-44.2341858;-21.109028
1226;-91 4G;4G;29 km/h;909m;2023.08.22_11.17.59;-91;-44.2340476;-21.108937
1227;-89 4G;4G;23 km/h;909m;2023.08.22_11.18.01;-89;-44.2339373;-21.1088647
1228;-89 4G;4G;22 km/h;909m;2023.08.22_11.18.03;-89;-44.2338393;-21.1088019
1229;-89 4G;4G;30 km/h;908m;2023.08.22_11.18.05;-89;-44.2337147;-21.1087196
1230;-91 4G;4G;34 km/h;908m;2023.08.22_11.18.07;-91;-44.2335734;-21.1086243
1231;-93 4G;4G;35 km/h;907m;2023.08.22_11.18.09;-93;-44.2334192;-21.1085213
1232;-93 4G;4G;32 km/h;907m;2023.08.22_11.18.11;-93;-44.2332727;-21.108423
1233;-88 4G;4G;32 km/h;906m;2023.08.22_11.18.13;-88;-44.2331326;-21.1083287
1234;-95 4G;4G;35 km/h;906m;2023.08.22_11.18.15;-95;-44.2329818;-21.1082324
1235;-95 4G;4G;36 km/h;906m;2023.08.22_11.18.16;-95;-44.2329013;-21.1081821
1236;-93 4G;4G;37 km/h;905m;2023.08.22_11.18.17;-93;-44.2328187;-21.1081304
1237;-93 4G;4G;38 km/h;905m;2023.08.22_11.18.18;-93;-44.2327352;-21.1080773
1238;-93 4G;4G;37 km/h;905m;2023.08.22_11.18.19;-93;-44.2326521;-21.1080217
1239;-92 4G;4G;36 km/h;905m;2023.08.22_11.18.20;-92;-44.2325711;-21.1079677
1240;-93 4G;4G;31 km/h;905m;2023.08.22_11.18.22;-93;-44.2324249;-21.1078706
1241;-93 4G;4G;22 km/h;905m;2023.08.22_11.18.24;-93;-44.2323149;-21.1077953
1242;-90 4G;4G;24 km/h;904m;2023.08.22_11.18.26;-90;-44.2322135;-21.1077251
1243;-91 4G;4G;31 km/h;904m;2023.08.22_11.18.28;-91;-44.2320839;-21.1076377
1244;-91 4G;4G;36 km/h;904m;2023.08.22_11.18.30;-91;-44.2319317;-21.1075344
1245;-88 4G;4G;39 km/h;904m;2023.08.22_11.18.31;-88;-44.2318486;-21.1074718
1246;-88 4G;4G;42 km/h;903m;2023.08.22_11.18.32;-88;-44.2317618;-21.107404
1247;-88 4G;4G;44 km/h;903m;2023.08.22_11.18.33;-88;-44.2316684;-21.1073346
1248;-89 4G;4G;45 km/h;903m;2023.08.22_11.18.34;-89;-44.2315724;-21.1072678
1249;-89 4G;4G;44 km/h;904m;2023.08.22_11.18.35;-89;-44.2314756;-21.1072024
1250;-89 4G;4G;42 km/h;904m;2023.08.22_11.18.36;-89;-44.2313823;-21.1071385
1251;-87 4G;4G;38 km/h;904m;2023.08.22_11.18.37;-87;-44.2312987;-21.1070811
1252;-87 4G;4G;27 km/h;904m;2023.08.22_11.18.39;-87;-44.2311646;-21.106993
1253;-85 4G;4G;18 km/h;904m;2023.08.22_11.18.41;-85;-44.2310831;-21.1069392
1254;-87 4G;4G;24 km/h;904m;2023.08.22_11.18.43;-87;-44.2309867;-21.1068763
1255;-89 4G;4G;29 km/h;904m;2023.08.22_11.18.45;-89;-44.2308644;-21.1067942
1256;-89 4G;4G;35 km/h;904m;2023.08.22_11.18.47;-89;-44.2307186;-21.1066955
1257;-93 4G;4G;38 km/h;904m;2023.08.22_11.18.48;-93;-44.2306333;-21.1066384
1258;-93 4G;4G;41 km/h;904m;2023.08.22_11.18.49;-93;-44.2305421;-21.1065782
1259;-93 4G;4G;42 km/h;904m;2023.08.22_11.18.50;-93;-44.2304469;-21.1065156
1260;-96 4G;4G;42 km/h;904m;2023.08.22_11.18.51;-96;-44.2303524;-21.1064534
1261;-96 4G;4G;41 km/h;904m;2023.08.22_11.18.52;-96;-44.2302597;-21.1063932
1262;-90 4G;4G;39 km/h;904m;2023.08.22_11.18.53;-90;-44.2301714;-21.1063362
1263;-90 4G;4G;26 km/h;905m;2023.08.22_11.18.55;-90;-44.2300354;-21.1062479
1264;-99 4G;4G;17 km/h;905m;2023.08.22_11.18.58;-99;-44.229926;-21.1061719
1265;-99 4G;4G;22 km/h;905m;2023.08.22_11.19.00;-99;-44.2298346;-21.1061065
1266;-96 4G;4G;19 km/h;905m;2023.08.22_11.19.02;-96;-44.2297466;-21.1060398
1267;-100 4G;4G;16 km/h;905m;2023.08.22_11.19.05;-100;-44.2296558;-21.1059605
1268;-92 4G;4G;26 km/h;905m;2023.08.22_11.19.07;-92;-44.2295683;-21.1058794
1269;-100 4G;4G;36 km/h;905m;2023.08.22_11.19.09;-100;-44.229446;-21.1057612
1270;-100 4G;4G;39 km/h;905m;2023.08.22_11.19.10;-100;-44.2293736;-21.1056864
1271;-100 4G;4G;39 km/h;905m;2023.08.22_11.19.11;-100;-44.2293066;-21.1056108
1272;-100 4G;4G;39 km/h;906m;2023.08.22_11.19.12;-100;-44.2292433;-21.1055345
1273;-95 4G;4G;38 km/h;906m;2023.08.22_11.19.13;-95;-44.229184;-21.1054578
1274;-95 4G;4G;37 km/h;906m;2023.08.22_11.19.14;-95;-44.2291268;-21.1053799
1275;-95 4G;4G;38 km/h;906m;2023.08.22_11.19.15;-95;-44.2290723;-21.105299
1276;-95 4G;4G;38 km/h;906m;2023.08.22_11.19.16;-95;-44.22902;-21.1052161
1277;-95 4G;4G;38 km/h;906m;2023.08.22_11.19.17;-95;-44.2289697;-21.1051314
1278;-92 4G;4G;39 km/h;906m;2023.08.22_11.19.18;-92;-44.2289204;-21.105044
1279;-92 4G;4G;40 km/h;906m;2023.08.22_11.19.19;-92;-44.2288732;-21.1049528
1280;-92 4G;4G;39 km/h;906m;2023.08.22_11.19.20;-92;-44.2288321;-21.1048623
1281;-89 4G;4G;36 km/h;906m;2023.08.22_11.19.21;-89;-44.2287967;-21.1047765
1282;-89 4G;4G;34 km/h;906m;2023.08.22_11.19.23;-89;-44.2287382;-21.1046131
1283;-86 4G;4G;32 km/h;906m;2023.08.22_11.19.25;-86;-44.2286916;-21.1044511
1284;-92 4G;4G;29 km/h;906m;2023.08.22_11.19.27;-92;-44.2286635;-21.1043034
1285;-86 4G;4G;24 km/h;906m;2023.08.22_11.19.29;-86;-44.2286466;-21.1041759
1286;-86 4G;4G;20 km/h;906m;2023.08.22_11.19.31;-86;-44.2286679;-21.1040749
