id;Name;TECNOLOGIA;RAPIDEZ;ALTITUDE;TEMPO;rxlevel_4G;x_;y_
3449;-105 4G;4G;33 km/h;896m;2024.05.28_18.37.10;-105;-44.24877135;-21.12586422
3450;-101 4G;4G;29 km/h;896m;2024.05.28_18.37.12;-101;-44.24885278;-21.1260067
3451;-101 4G;4G;29 km/h;896m;2024.05.28_18.37.13;-101;-44.24885278;-21.1260067
3452;-101 4G;4G;18 km/h;896m;2024.05.28_18.37.14;-101;-44.24891279;-21.12611319
3453;-102 4G;4G;18 km/h;896m;2024.05.28_18.37.15;-102;-44.24891279;-21.12611319
3454;-102 4G;4G;10 km/h;895m;2024.05.28_18.37.17;-102;-44.24896712;-21.1262101
3455;-107 4G;4G;15 km/h;895m;2024.05.28_18.37.20;-107;-44.24901114;-21.12629095
3456;-105 4G;4G;27 km/h;895m;2024.05.28_18.37.22;-105;-44.24906177;-21.12640068
3457;-103 4G;4G;30 km/h;895m;2024.05.28_18.37.24;-103;-44.24912733;-21.12653741
3458;-112 4G;4G;37 km/h;896m;2024.05.28_18.37.26;-112;-44.24920875;-21.12669808
3459;-112 4G;4G;39 km/h;896m;2024.05.28_18.37.27;-112;-44.24925431;-21.12678795
3460;-112 4G;4G;40 km/h;896m;2024.05.28_18.37.28;-112;-44.24930006;-21.12687831
3461;-101 4G;4G;39 km/h;896m;2024.05.28_18.37.29;-101;-44.24934488;-21.12696975
3462;-101 4G;4G;37 km/h;896m;2024.05.28_18.37.30;-101;-44.24938758;-21.12705498
3463;-101 4G;4G;36 km/h;896m;2024.05.28_18.37.31;-101;-44.24942776;-21.12713903
3464;-105 4G;4G;33 km/h;896m;2024.05.28_18.37.32;-105;-44.24946745;-21.1272216
3465;-105 4G;4G;32 km/h;896m;2024.05.28_18.37.34;-105;-44.24954431;-21.12736972
3466;-103 4G;4G;23 km/h;896m;2024.05.28_18.37.36;-103;-44.24960278;-21.12749086
3467;-102 4G;4G;19 km/h;896m;2024.05.28_18.37.39;-102;-44.24966264;-21.12760855
3468;-98 4G;4G;22 km/h;896m;2024.05.28_18.37.41;-98;-44.24971083;-21.12770215
3469;-102 4G;4G;25 km/h;896m;2024.05.28_18.37.43;-102;-44.24977296;-21.12782811
3470;-104 4G;4G;20 km/h;896m;2024.05.28_18.37.45;-104;-44.24982205;-21.12792825
3471;-106 4G;4G;8 km/h;896m;2024.05.28_18.37.48;-106;-44.2498646;-21.1280139
3472;-100 4G;4G;8 km/h;896m;2024.05.28_18.37.55;-100;-44.2498646;-21.1280139
3473;-98 4G;4G;15 km/h;896m;2024.05.28_18.38.14;-98;-44.24992158;-21.12812953
3474;-90 4G;4G;20 km/h;896m;2024.05.28_18.38.16;-90;-44.2499613;-21.12821208
3475;-95 4G;4G;26 km/h;896m;2024.05.28_18.38.18;-95;-44.25001648;-21.12832737
3476;-95 4G;4G;29 km/h;897m;2024.05.28_18.38.20;-95;-44.25008192;-21.12845951
3477;-97 4G;4G;28 km/h;897m;2024.05.28_18.38.22;-97;-44.25013104;-21.12859825
3478;-97 4G;4G;38 km/h;897m;2024.05.28_18.38.24;-97;-44.25019927;-21.12877414
3479;-99 4G;4G;38 km/h;897m;2024.05.28_18.38.25;-99;-44.25024825;-21.12886539
3480;-99 4G;4G;36 km/h;897m;2024.05.28_18.38.26;-99;-44.25029631;-21.12895344
3481;-98 4G;4G;25 km/h;897m;2024.05.28_18.38.28;-98;-44.2503689;-21.12909065
3482;-97 4G;4G;19 km/h;897m;2024.05.28_18.38.31;-97;-44.25043302;-21.12921658
3483;-96 4G;4G;28 km/h;897m;2024.05.28_18.38.33;-96;-44.25049269;-21.12932552
3484;-86 4G;4G;36 km/h;897m;2024.05.28_18.38.35;-86;-44.25057218;-21.12947634
3485;-86 4G;4G;38 km/h;897m;2024.05.28_18.38.36;-86;-44.25061719;-21.12956063
3486;-95 4G;4G;40 km/h;897m;2024.05.28_18.38.37;-95;-44.25066421;-21.12965222
3487;-95 4G;4G;40 km/h;898m;2024.05.28_18.38.38;-95;-44.2507162;-21.1297447
3488;-99 4G;4G;40 km/h;898m;2024.05.28_18.38.38;-99;-44.2507162;-21.1297447
3489;-99 4G;4G;41 km/h;898m;2024.05.28_18.38.39;-99;-44.25077252;-21.12983838
3490;-99 4G;4G;42 km/h;898m;2024.05.28_18.38.40;-99;-44.25083394;-21.1299286
3491;-97 4G;4G;42 km/h;898m;2024.05.28_18.38.40;-97;-44.25083394;-21.1299286
3492;-97 4G;4G;42 km/h;898m;2024.05.28_18.38.41;-97;-44.25090735;-21.13001276
3493;-97 4G;4G;43 km/h;898m;2024.05.28_18.38.42;-97;-44.25099287;-21.13008712
3494;-97 4G;4G;43 km/h;898m;2024.05.28_18.38.43;-97;-44.2510883;-21.13015178
3495;-98 4G;4G;45 km/h;898m;2024.05.28_18.38.44;-98;-44.2511915;-21.13021152
3496;-98 4G;4G;45 km/h;898m;2024.05.28_18.38.45;-98;-44.25129779;-21.13026424
3497;-98 4G;4G;44 km/h;898m;2024.05.28_18.38.46;-98;-44.2514077;-21.1303115
3498;-96 4G;4G;44 km/h;898m;2024.05.28_18.38.47;-96;-44.25152;-21.13034883
3499;-96 4G;4G;45 km/h;898m;2024.05.28_18.38.48;-96;-44.25163742;-21.13038323
3500;-98 4G;4G;48 km/h;899m;2024.05.28_18.38.49;-98;-44.25176156;-21.13041644
3501;-98 4G;4G;47 km/h;899m;2024.05.28_18.38.50;-98;-44.25188555;-21.13044477
3502;-98 4G;4G;47 km/h;900m;2024.05.28_18.38.51;-98;-44.25200875;-21.13047347
3503;-102 4G;4G;47 km/h;900m;2024.05.28_18.38.52;-102;-44.25213206;-21.1305034
3504;-102 4G;4G;46 km/h;900m;2024.05.28_18.38.53;-102;-44.25225373;-21.13053308
3505;-102 4G;4G;45 km/h;900m;2024.05.28_18.38.54;-102;-44.25237389;-21.1305623
3506;-97 4G;4G;45 km/h;900m;2024.05.28_18.38.55;-97;-44.25249302;-21.13059283
3507;-97 4G;4G;44 km/h;900m;2024.05.28_18.38.56;-97;-44.25260429;-21.13061833
3508;-97 4G;4G;43 km/h;900m;2024.05.28_18.38.57;-97;-44.25271664;-21.13064373
3509;-97 4G;4G;42 km/h;900m;2024.05.28_18.38.58;-97;-44.252826;-21.13066904
3510;-97 4G;4G;41 km/h;900m;2024.05.28_18.38.59;-97;-44.25293322;-21.13069546
3511;-101 4G;4G;40 km/h;900m;2024.05.28_18.39.00;-101;-44.25303892;-21.13072302
3512;-101 4G;4G;39 km/h;900m;2024.05.28_18.39.01;-101;-44.25314279;-21.1307508
3513;-101 4G;4G;39 km/h;900m;2024.05.28_18.39.02;-101;-44.25324745;-21.13077715
3514;-101 4G;4G;39 km/h;900m;2024.05.28_18.39.03;-101;-44.2533499;-21.13080204
3515;-101 4G;4G;37 km/h;900m;2024.05.28_18.39.04;-101;-44.25344807;-21.13082482
3516;-98 4G;4G;36 km/h;900m;2024.05.28_18.39.05;-98;-44.25354353;-21.13084675
3517;-98 4G;4G;32 km/h;900m;2024.05.28_18.39.07;-98;-44.25371952;-21.13089017
3518;-104 4G;4G;29 km/h;900m;2024.05.28_18.39.09;-104;-44.25387592;-21.13092808
3519;-96 4G;4G;25 km/h;901m;2024.05.28_18.39.11;-96;-44.25401346;-21.13096037
3520;-91 4G;4G;23 km/h;901m;2024.05.28_18.39.13;-91;-44.25413822;-21.13098886
3521;-91 4G;4G;23 km/h;900m;2024.05.28_18.39.15;-91;-44.25425923;-21.13101919
3522;-92 4G;4G;25 km/h;900m;2024.05.28_18.39.17;-92;-44.25438757;-21.1310488
3523;-89 4G;4G;24 km/h;900m;2024.05.28_18.39.19;-89;-44.25451148;-21.13107881
3524;-98 4G;4G;27 km/h;900m;2024.05.28_18.39.21;-98;-44.25464597;-21.1311199
3525;-95 4G;4G;27 km/h;900m;2024.05.28_18.39.21;-95;-44.25464597;-21.1311199
3526;-95 4G;4G;30 km/h;900m;2024.05.28_18.39.23;-95;-44.25479617;-21.13118029
3527;-90 4G;4G;30 km/h;900m;2024.05.28_18.39.23;-90;-44.25479617;-21.13118029
3528;-90 4G;4G;28 km/h;901m;2024.05.28_18.39.25;-90;-44.25493288;-21.13124219
3529;-92 4G;4G;26 km/h;901m;2024.05.28_18.39.27;-92;-44.25506277;-21.13130085
3530;-82 4G;4G;26 km/h;900m;2024.05.28_18.39.29;-82;-44.25519098;-21.13135893
3531;-95 4G;4G;26 km/h;900m;2024.05.28_18.39.31;-95;-44.25531688;-21.13141384
3532;-95 4G;4G;28 km/h;900m;2024.05.28_18.39.33;-95;-44.25545644;-21.13147403
3533;-86 4G;4G;28 km/h;900m;2024.05.28_18.39.34;-86;-44.25545644;-21.13147403
3534;-86 4G;4G;28 km/h;900m;2024.05.28_18.39.35;-86;-44.25559791;-21.13153788
3535;-87 4G;4G;28 km/h;900m;2024.05.28_18.39.36;-87;-44.25559791;-21.13153788
3536;-87 4G;4G;26 km/h;900m;2024.05.28_18.39.37;-87;-44.25572521;-21.13159679
3537;-89 4G;4G;25 km/h;900m;2024.05.28_18.39.39;-89;-44.255847;-21.13165577
3538;-89 4G;4G;22 km/h;900m;2024.05.28_18.39.41;-89;-44.25596172;-21.13171001
3539;-88 4G;4G;19 km/h;900m;2024.05.28_18.39.43;-88;-44.25605887;-21.13175793
3540;-88 4G;4G;23 km/h;900m;2024.05.28_18.39.45;-88;-44.25616632;-21.13180648
3541;-86 4G;4G;31 km/h;900m;2024.05.28_18.39.47;-86;-44.25631001;-21.13186882
3542;-86 4G;4G;31 km/h;899m;2024.05.28_18.39.49;-86;-44.25646019;-21.13194457
3543;-84 4G;4G;28 km/h;899m;2024.05.28_18.39.51;-84;-44.25659565;-21.13201573
3544;-84 4G;4G;29 km/h;900m;2024.05.28_18.39.53;-84;-44.25673259;-21.13208883
3545;-86 4G;4G;26 km/h;900m;2024.05.28_18.39.55;-86;-44.25686536;-21.13215826
3546;-86 4G;4G;24 km/h;899m;2024.05.28_18.39.57;-86;-44.25698617;-21.13222245
3547;-83 4G;4G;21 km/h;900m;2024.05.28_18.39.59;-83;-44.25708996;-21.13227881
3548;-81 4G;4G;18 km/h;900m;2024.05.28_18.40.01;-81;-44.25717937;-21.13232369
3549;-78 4G;4G;11 km/h;900m;2024.05.28_18.40.04;-78;-44.25728212;-21.13236593
3550;-82 4G;4G;12 km/h;900m;2024.05.28_18.40.47;-82;-44.25736654;-21.13244032
3551;-84 4G;4G;19 km/h;899m;2024.05.28_18.40.50;-84;-44.25749052;-21.13250366
3552;-84 4G;4G;26 km/h;900m;2024.05.28_18.40.52;-84;-44.2576056;-21.13256548
3553;-84 4G;4G;26 km/h;900m;2024.05.28_18.40.54;-84;-44.25772788;-21.13263466
3554;-90 4G;4G;26 km/h;900m;2024.05.28_18.40.56;-90;-44.25784808;-21.13270329
3555;-91 4G;4G;23 km/h;900m;2024.05.28_18.40.58;-91;-44.25795609;-21.13277249
3556;-91 4G;4G;21 km/h;900m;2024.05.28_18.41.00;-91;-44.25804985;-21.13283681
3557;-91 4G;4G;22 km/h;901m;2024.05.28_18.41.02;-91;-44.25814972;-21.13289823
3558;-93 4G;4G;21 km/h;901m;2024.05.28_18.41.04;-93;-44.25824683;-21.1329572
3559;-85 4G;4G;21 km/h;901m;2024.05.28_18.41.04;-85;-44.25824683;-21.1329572
3560;-85 4G;4G;25 km/h;901m;2024.05.28_18.41.06;-85;-44.25834388;-21.13303577
3561;-82 4G;4G;27 km/h;901m;2024.05.28_18.41.08;-82;-44.25845142;-21.13312666
3562;-82 4G;4G;22 km/h;901m;2024.05.28_18.41.10;-82;-44.2585475;-21.13320746
3563;-82 4G;4G;17 km/h;902m;2024.05.28_18.41.13;-82;-44.25864385;-21.13330729
3564;-86 4G;4G;18 km/h;902m;2024.05.28_18.41.15;-86;-44.25869509;-21.13338556
3565;-85 4G;4G;22 km/h;901m;2024.05.28_18.41.17;-85;-44.25875528;-21.13347437
3566;-77 4G;4G;25 km/h;902m;2024.05.28_18.41.19;-77;-44.25883355;-21.13357508
3567;-81 4G;4G;23 km/h;902m;2024.05.28_18.41.21;-81;-44.25890591;-21.13367666
3568;-81 4G;4G;25 km/h;902m;2024.05.28_18.41.23;-81;-44.25898057;-21.13377988
3569;-82 4G;4G;28 km/h;902m;2024.05.28_18.41.25;-82;-44.25906971;-21.13389453
3570;-83 4G;4G;27 km/h;902m;2024.05.28_18.41.27;-83;-44.25915763;-21.13401068
3571;-82 4G;4G;26 km/h;902m;2024.05.28_18.41.29;-82;-44.25923565;-21.13412025
3572;-82 4G;4G;26 km/h;902m;2024.05.28_18.41.31;-82;-44.25930455;-21.13423413
3573;-81 4G;4G;28 km/h;902m;2024.05.28_18.41.33;-81;-44.25937573;-21.13435413
3574;-80 4G;4G;30 km/h;903m;2024.05.28_18.41.35;-80;-44.25946325;-21.13447965
3575;-80 4G;4G;30 km/h;903m;2024.05.28_18.41.37;-80;-44.25955778;-21.13460521
3576;-85 4G;4G;29 km/h;903m;2024.05.28_18.41.39;-85;-44.25965184;-21.13472227
3577;-85 4G;4G;30 km/h;903m;2024.05.28_18.41.41;-85;-44.25975009;-21.13484581
3578;-83 4G;4G;29 km/h;903m;2024.05.28_18.41.43;-83;-44.25984559;-21.13497003
3579;-86 4G;4G;25 km/h;903m;2024.05.28_18.41.45;-86;-44.25993144;-21.13508188
3580;-95 4G;4G;21 km/h;903m;2024.05.28_18.41.47;-95;-44.25999975;-21.13517325
3581;-95 4G;4G;24 km/h;903m;2024.05.28_18.41.49;-95;-44.26008211;-21.13526887
3582;-97 4G;4G;20 km/h;904m;2024.05.28_18.41.51;-97;-44.26015902;-21.13535287
3583;-100 4G;4G;20 km/h;904m;2024.05.28_18.41.52;-100;-44.26015902;-21.13535287
3584;-100 4G;4G;9 km/h;904m;2024.05.28_18.41.54;-100;-44.26023062;-21.13542979
3585;-99 4G;4G;5 km/h;905m;2024.05.28_18.42.01;-99;-44.26025265;-21.13551917
3586;-99 4G;4G;11 km/h;905m;2024.05.28_18.42.05;-99;-44.26017223;-21.13557452
3587;-98 4G;4G;9 km/h;905m;2024.05.28_18.42.09;-98;-44.26008874;-21.13564113
3588;-98 4G;4G;8 km/h;905m;2024.05.28_18.42.14;-98;-44.2600105;-21.13570511
3589;-108 4G;4G;12 km/h;904m;2024.05.28_18.42.18;-108;-44.25991726;-21.13577977
3590;-99 4G;4G;19 km/h;905m;2024.05.28_18.42.21;-99;-44.25982725;-21.13587384
3591;-94 4G;4G;17 km/h;905m;2024.05.28_18.42.23;-94;-44.25976509;-21.13594586
3592;-87 4G;4G;17 km/h;905m;2024.05.28_18.42.26;-87;-44.2596793;-21.13604522
3593;-82 4G;4G;7 km/h;905m;2024.05.28_18.42.29;-82;-44.25961631;-21.13611681
3594;-82 4G;4G;13 km/h;906m;2024.05.28_18.42.58;-82;-44.25954474;-21.13618743
3595;-80 4G;4G;16 km/h;906m;2024.05.28_18.43.01;-80;-44.2594705;-21.13627943
3596;-79 4G;4G;19 km/h;906m;2024.05.28_18.43.03;-79;-44.25940559;-21.13635567
3597;-79 4G;4G;16 km/h;906m;2024.05.28_18.43.05;-79;-44.25934229;-21.13642673
3598;-81 4G;4G;14 km/h;906m;2024.05.28_18.43.08;-81;-44.25926661;-21.13651528
3599;-88 4G;4G;17 km/h;906m;2024.05.28_18.43.11;-88;-44.25917537;-21.13661607
3600;-90 4G;4G;15 km/h;907m;2024.05.28_18.43.14;-90;-44.2590997;-21.13670402
3601;-91 4G;4G;10 km/h;907m;2024.05.28_18.43.17;-91;-44.25903366;-21.1367742
3602;-92 4G;4G;10 km/h;907m;2024.05.28_18.43.18;-92;-44.25903366;-21.1367742
3603;-83 4G;4G;10 km/h;906m;2024.05.28_18.43.21;-83;-44.25895526;-21.13685436
3604;-86 4G;4G;10 km/h;907m;2024.05.28_18.43.28;-86;-44.25889443;-21.13693169
3605;-84 4G;4G;10 km/h;908m;2024.05.28_18.43.32;-84;-44.25882548;-21.13700625
3606;-81 4G;4G;17 km/h;909m;2024.05.28_18.43.35;-81;-44.25875146;-21.13709078
3607;-82 4G;4G;17 km/h;911m;2024.05.28_18.43.38;-82;-44.25867516;-21.13718488
3608;-92 4G;4G;21 km/h;913m;2024.05.28_18.43.40;-92;-44.25860029;-21.13726621
3609;-86 4G;4G;25 km/h;914m;2024.05.28_18.43.42;-86;-44.25851261;-21.13736371
3610;-86 4G;4G;25 km/h;916m;2024.05.28_18.43.44;-86;-44.25842672;-21.13746389
3611;-86 4G;4G;24 km/h;919m;2024.05.28_18.43.46;-86;-44.25834238;-21.13756439
3612;-86 4G;4G;23 km/h;921m;2024.05.28_18.43.48;-86;-44.25826463;-21.13765972
3613;-80 4G;4G;20 km/h;921m;2024.05.28_18.43.50;-80;-44.25819826;-21.13775583
3614;-80 4G;4G;22 km/h;923m;2024.05.28_18.43.52;-80;-44.25814717;-21.13785395
3615;-79 4G;4G;24 km/h;923m;2024.05.28_18.43.54;-79;-44.258107;-21.13796818
3616;-77 4G;4G;26 km/h;924m;2024.05.28_18.43.56;-77;-44.25808258;-21.13810342
3617;-77 4G;4G;26 km/h;925m;2024.05.28_18.43.58;-77;-44.25806679;-21.13823102
3618;-77 4G;4G;29 km/h;927m;2024.05.28_18.44.00;-77;-44.25804159;-21.13837538
3619;-81 4G;4G;30 km/h;929m;2024.05.28_18.44.02;-81;-44.25800491;-21.1385249
3620;-79 4G;4G;31 km/h;930m;2024.05.28_18.44.04;-79;-44.25797195;-21.13868137
3621;-76 4G;4G;32 km/h;932m;2024.05.28_18.44.06;-76;-44.25793781;-21.13884306
3622;-80 4G;4G;30 km/h;933m;2024.05.28_18.44.08;-80;-44.25790794;-21.13899871
3623;-83 4G;4G;30 km/h;935m;2024.05.28_18.44.10;-83;-44.25787922;-21.13915348
3624;-83 4G;4G;32 km/h;936m;2024.05.28_18.44.12;-83;-44.25784738;-21.13930816
3625;-87 4G;4G;34 km/h;937m;2024.05.28_18.44.14;-87;-44.25781375;-21.13947474
3626;-89 4G;4G;33 km/h;939m;2024.05.28_18.44.16;-89;-44.25777271;-21.13964125
3627;-89 4G;4G;34 km/h;941m;2024.05.28_18.44.18;-89;-44.25774373;-21.13980958
3628;-87 4G;4G;34 km/h;942m;2024.05.28_18.44.20;-87;-44.2577236;-21.13998037
3629;-92 4G;4G;34 km/h;944m;2024.05.28_18.44.22;-92;-44.25769968;-21.14014979
3630;-90 4G;4G;33 km/h;945m;2024.05.28_18.44.24;-90;-44.25767033;-21.14031767
3631;-95 4G;4G;33 km/h;947m;2024.05.28_18.44.26;-95;-44.25763627;-21.14048513
3632;-92 4G;4G;29 km/h;948m;2024.05.28_18.44.28;-92;-44.25760512;-21.14063709
3633;-87 4G;4G;24 km/h;949m;2024.05.28_18.44.30;-87;-44.25758013;-21.14076018
3634;-87 4G;4G;24 km/h;950m;2024.05.28_18.44.32;-87;-44.25755112;-21.14088355
3635;-83 4G;4G;21 km/h;950m;2024.05.28_18.44.34;-83;-44.25752816;-21.14099973
3636;-91 4G;4G;18 km/h;951m;2024.05.28_18.44.36;-91;-44.25751811;-21.14109397
3637;-91 4G;4G;15 km/h;951m;2024.05.28_18.44.39;-91;-44.25755972;-21.14120143
3638;-83 4G;4G;16 km/h;951m;2024.05.28_18.44.42;-83;-44.25756795;-21.14131476
3639;-86 4G;4G;15 km/h;953m;2024.05.28_18.44.45;-86;-44.25750513;-21.14142162
3640;-87 4G;4G;20 km/h;954m;2024.05.28_18.44.47;-87;-44.25746842;-21.14151368
3641;-87 4G;4G;25 km/h;955m;2024.05.28_18.44.49;-87;-44.25743014;-21.14163306
3642;-86 4G;4G;30 km/h;956m;2024.05.28_18.44.51;-86;-44.25738083;-21.14177331
3643;-90 4G;4G;28 km/h;957m;2024.05.28_18.44.53;-90;-44.25732616;-21.14190816
3644;-86 4G;4G;31 km/h;958m;2024.05.28_18.44.55;-86;-44.25727791;-21.14205355
3645;-86 4G;4G;33 km/h;959m;2024.05.28_18.44.57;-86;-44.25721733;-21.14220983
3646;-89 4G;4G;34 km/h;961m;2024.05.28_18.44.59;-89;-44.25716069;-21.14237276
3647;-92 4G;4G;32 km/h;964m;2024.05.28_18.45.01;-92;-44.25709267;-21.14252556
3648;-99 4G;4G;28 km/h;967m;2024.05.28_18.45.03;-99;-44.25703001;-21.14266248
3649;-98 4G;4G;24 km/h;969m;2024.05.28_18.45.05;-98;-44.25693323;-21.1427465
3650;-98 4G;4G;23 km/h;971m;2024.05.28_18.45.07;-98;-44.25681786;-21.14279605
3651;-105 4G;4G;18 km/h;973m;2024.05.28_18.45.09;-105;-44.25672124;-21.14283044
3652;-107 4G;4G;23 km/h;974m;2024.05.28_18.45.11;-107;-44.2566105;-21.14286634
3653;-107 4G;4G;30 km/h;976m;2024.05.28_18.45.13;-107;-44.25646388;-21.14291331
3654;-107 4G;4G;30 km/h;977m;2024.05.28_18.45.15;-107;-44.25631144;-21.14297193
3655;-107 4G;4G;29 km/h;979m;2024.05.28_18.45.17;-107;-44.25618071;-21.14305941
3656;-99 4G;4G;29 km/h;979m;2024.05.28_18.45.17;-99;-44.25618071;-21.14305941
3657;-99 4G;4G;26 km/h;981m;2024.05.28_18.45.19;-99;-44.25608051;-21.14315775
3658;-97 4G;4G;22 km/h;983m;2024.05.28_18.45.21;-97;-44.25601473;-21.14326015
3659;-96 4G;4G;14 km/h;984m;2024.05.28_18.45.24;-96;-44.25598189;-21.14338118
3660;-92 4G;4G;17 km/h;984m;2024.05.28_18.45.27;-92;-44.25593061;-21.14348644
3661;-92 4G;4G;23 km/h;984m;2024.05.28_18.45.29;-92;-44.2558699;-21.14357986
3662;-96 4G;4G;20 km/h;984m;2024.05.28_18.45.31;-96;-44.25580286;-21.14367093
3663;-99 4G;4G;13 km/h;983m;2024.05.28_18.45.34;-99;-44.25571506;-21.14375768
3664;-103 4G;4G;20 km/h;983m;2024.05.28_18.45.36;-103;-44.2556414;-21.14381794
3665;-109 4G;4G;25 km/h;982m;2024.05.28_18.45.38;-109;-44.25554247;-21.14390198
3666;-112 4G;4G;26 km/h;982m;2024.05.28_18.45.40;-112;-44.25543084;-21.1439843
3667;-111 4G;4G;27 km/h;981m;2024.05.28_18.45.42;-111;-44.25531266;-21.14406704
3668;-113 4G;4G;28 km/h;980m;2024.05.28_18.45.44;-113;-44.25518717;-21.14414376
3669;-114 4G;4G;28 km/h;980m;2024.05.28_18.45.45;-114;-44.25518717;-21.14414376
3670;-114 4G;4G;29 km/h;979m;2024.05.28_18.45.46;-114;-44.25505198;-21.14421146
3671;-125 4G;4G;29 km/h;979m;2024.05.28_18.45.47;-125;-44.25505198;-21.14421146
3672;-125 4G;4G;30 km/h;978m;2024.05.28_18.45.48;-125;-44.25490928;-21.14427847
3673;-125 4G;4G;30 km/h;978m;2024.05.28_18.45.49;-125;-44.25490928;-21.14427847
3674;-125 4G;4G;29 km/h;977m;2024.05.28_18.45.50;-125;-44.25476661;-21.14434633
3675;-124 4G;4G;29 km/h;977m;2024.05.28_18.45.51;-124;-44.25476661;-21.14434633
3676;-124 4G;4G;25 km/h;976m;2024.05.28_18.45.52;-124;-44.25463459;-21.14439466
3677;-124 4G;4G;21 km/h;975m;2024.05.28_18.45.54;-124;-44.25451618;-21.14443034
3678;-124 4G;4G;21 km/h;975m;2024.05.28_18.45.54;-124;-44.25451618;-21.14443034
3679;-124 4G;4G;19 km/h;974m;2024.05.28_18.45.56;-124;-44.25440702;-21.14445742
3680;-124 4G;4G;15 km/h;973m;2024.05.28_18.45.59;-124;-44.2542897;-21.14449052
3681;-121 4G;4G;15 km/h;973m;2024.05.28_18.45.59;-121;-44.2542897;-21.14449052
3682;-121 4G;4G;17 km/h;972m;2024.05.28_18.46.02;-121;-44.25416728;-21.14452533
3683;-121 4G;4G;17 km/h;972m;2024.05.28_18.46.05;-121;-44.254033;-21.14456854
3684;-120 4G;4G;21 km/h;971m;2024.05.28_18.46.08;-120;-44.2539393;-21.14468126
3685;-120 4G;4G;24 km/h;971m;2024.05.28_18.46.10;-120;-44.25390366;-21.14479444
3686;-117 4G;4G;21 km/h;971m;2024.05.28_18.46.12;-117;-44.25388356;-21.14490823
3687;-115 4G;4G;15 km/h;971m;2024.05.28_18.46.15;-115;-44.25386889;-21.14503736
3688;-109 4G;4G;11 km/h;970m;2024.05.28_18.46.18;-109;-44.2538597;-21.14512788
3689;-110 4G;4G;24 km/h;970m;2024.05.28_18.46.21;-110;-44.25386571;-21.14527092
3690;-109 4G;4G;24 km/h;970m;2024.05.28_18.46.23;-109;-44.25385869;-21.145393
3691;-107 4G;4G;20 km/h;971m;2024.05.28_18.46.25;-107;-44.25383981;-21.14550063
3692;-107 4G;4G;20 km/h;971m;2024.05.28_18.46.27;-107;-44.25380022;-21.14558904
3693;-104 4G;4G;25 km/h;971m;2024.05.28_18.46.29;-104;-44.2537303;-21.14568744
3694;-106 4G;4G;29 km/h;971m;2024.05.28_18.46.31;-106;-44.25362583;-21.14579044
3695;-109 4G;4G;30 km/h;971m;2024.05.28_18.46.33;-109;-44.25351278;-21.14589579
3696;-109 4G;4G;31 km/h;970m;2024.05.28_18.46.35;-109;-44.25339648;-21.14600524
3697;-108 4G;4G;31 km/h;969m;2024.05.28_18.46.37;-108;-44.2532865;-21.14612334
3698;-107 4G;4G;31 km/h;969m;2024.05.28_18.46.39;-107;-44.2531929;-21.14625563
3699;-108 4G;4G;30 km/h;968m;2024.05.28_18.46.41;-108;-44.25310267;-21.14638207
3700;-108 4G;4G;30 km/h;967m;2024.05.28_18.46.43;-108;-44.2530154;-21.14650849
3701;-114 4G;4G;30 km/h;967m;2024.05.28_18.46.45;-114;-44.25292745;-21.14663918
3702;-112 4G;4G;31 km/h;967m;2024.05.28_18.46.47;-112;-44.25283597;-21.14677416
3703;-109 4G;4G;32 km/h;967m;2024.05.28_18.46.49;-109;-44.25274401;-21.1469112
3704;-121 4G;4G;33 km/h;967m;2024.05.28_18.46.51;-121;-44.25265401;-21.14705292
3705;-121 4G;4G;33 km/h;967m;2024.05.28_18.46.52;-121;-44.25265401;-21.14705292
3706;-121 4G;4G;34 km/h;967m;2024.05.28_18.46.53;-121;-44.25257465;-21.14719788
3707;-116 4G;4G;34 km/h;967m;2024.05.28_18.46.54;-116;-44.25257465;-21.14719788
3708;-116 4G;4G;30 km/h;967m;2024.05.28_18.46.55;-116;-44.25248268;-21.14732934
3709;-116 4G;4G;27 km/h;966m;2024.05.28_18.46.57;-116;-44.2523984;-21.14744611
3710;-112 4G;4G;18 km/h;966m;2024.05.28_18.46.59;-112;-44.2523404;-21.14753354
3711;-114 4G;4G;14 km/h;966m;2024.05.28_18.47.02;-114;-44.25227833;-21.14762719
3712;-110 4G;4G;14 km/h;966m;2024.05.28_18.47.03;-110;-44.25227833;-21.14762719
3713;-110 4G;4G;23 km/h;966m;2024.05.28_18.47.04;-110;-44.25222025;-21.14771055
3714;-112 4G;4G;25 km/h;965m;2024.05.28_18.47.06;-112;-44.25214433;-21.14782094
3715;-105 4G;4G;24 km/h;965m;2024.05.28_18.47.08;-105;-44.25208541;-21.14793444
3716;-111 4G;4G;23 km/h;965m;2024.05.28_18.47.10;-111;-44.25202586;-21.14804101
3717;-117 4G;4G;24 km/h;964m;2024.05.28_18.47.12;-117;-44.25198541;-21.14814698
3718;-118 4G;4G;24 km/h;962m;2024.05.28_18.47.14;-118;-44.25199761;-21.14826967
3719;-117 4G;4G;20 km/h;961m;2024.05.28_18.47.16;-117;-44.25201726;-21.14837908
3720;-117 4G;4G;18 km/h;960m;2024.05.28_18.47.18;-117;-44.25204052;-21.14847643
3721;-114 4G;4G;19 km/h;959m;2024.05.28_18.47.20;-114;-44.25207498;-21.14857343
